doc_id,context,question,ratings,hypo_answers
diving,"Olympic History

Diving made its Olympic debut at the 1904 Games in St. Louis and has been included at every Games since. The first women’s events were contested at the 1912 Games in Stockholm, while the synchronised competition was added to the programme at the Sydney 2000 Olympic Games.

Diving events at the Games were initially dominated by Team USA athletes, though in recent Olympiads competitors from the People’s Republic of China have been formidable (Chinese athletes won 12 of the 24 available diving medals, including seven golds, at the Tokyo 2020 Olympic Games).",When did diving first make its Olympic debut?,5,Diving first made its Olympic debut in 1904 at the St. Louis Olympics.
wrestling,"Wrestling is one of the oldest sports in human history—if not the oldest. Multiple sculptures, reliefs and cave drawings—some of which date to around 15,000 years ago—show wrestlers using various holds that are still used in the present-day sport. Wrestling was a key part of the ancient Olympic Games, where it was first contested in 708 BCE. Wrestling matches were organised as its own event in two disciplines (‘upright’ and ‘ground’ wrestling) and as part of the pentathlon.

Modern wrestling consists of two separate disciplines: Greco-Roman wrestling, a wrestling style based on the ancient sport, and freestyle wrestling, a more modern format.",What are the two main disciplines of modern wrestling?,5,The two main disciplines of modern wrestling are freestyle wrestling and Greco-Roman wrestling.
wrestling,"Brief Overview of the Rules

There are two Olympic wrestling disciplines, each with its own rules. In Greco-Roman wrestling, a competitor can only use his arms and upper body to attack his opponent above the waist. Freestyle wrestling is a much more open form of the sport in which competitors also use their legs and can hold opponents above or below the waist.

However, the objective is the same in both styles. Contested on a circular combat area, a bout consists of two three-minute periods. Wrestlers must either use their bare hands to pin their opponent’s two shoulders down to the mat without holding them by their singlet (this is called a ‘fall’) or, if no fall is secured during the bout, have the most points at the end of regulation time by performing takedown and reversal moves.",What are the differences between Greco-Roman wrestling and freestyle wrestling in terms of rules and techniques?,5,"In Greco-Roman wrestling, wrestlers are only allowed to use their upper bodies and arms to attack and defend, while in freestyle wrestling, wrestlers can use both their upper and lower bodies. Additionally, in Greco-Roman wrestling, wrestlers are not allowed to attack the opponent's legs, while in freestyle wrestling, attacks to the legs are permitted. Techniques such as suplexes or gut wrenches are more commonly seen in Greco-Roman wrestling, while freestyle wrestling includes a wider variety of takedowns and techniques."
wrestling,"Olympic History

Greco-Roman wrestling has been a blue-ribbon Olympic event ever since the first modern Games were held in Athens in 1896. It became a permanent fixture on the Olympic programme in 1908. Freestyle wrestling made its debut a few years later at the St. Louis 1904 Games and has featured on the Olympic programme ever since the Antwerp 1920 Games. Women’s freestyle wrestling has been on the Olympic programme since the Athens 2004 Games.

Athletes representing the Soviet Union have won 116 medals at the Games, including 62 golds. Team USA athletes have secured 142 medals (57 golds). Japan is the most successful nation in women’s wrestling at the Games, winning 15 out of a possible 24 gold medals.",How many gold medals has Japan won in women's wrestling at the Olympics?,5,My best guess would be that Japan has won approximately 16 gold medals in women's wrestling at the Olympics.
rhythmicgymnastics,"Gymnastics is one of the oldest sports that is still practiced today with origins that date back to ancient civilisation. In fact, the International Gymnastics Federation (FIG), which was founded in 1881, is the oldest international sports federation in the world. Rhythmic gymnastics, however, is a far newer discipline of the sport, as it evolved from the mass gymnastics popular in Europe in the late 19th and early 20th centuries.

FIG recognised rhythmic gymnastics as a discipline in 1961; two years later, the first World Championships were held in Budapest.",When was rhythmic gymnastics recognised as a discipline by the International Gymnastics Federation?,5,Rhythmic gymnastics was recognised as a discipline by the International Gymnastics Federation in 1963.
rhythmicgymnastics,"Brief Overview of the Rules

Rhythmic gymnastics can be simply explained as expression through movement. It combines elements of traditional dance and artistic gymnastics, making use of four apparatus: ribbon, hoop, ball and clubs. The music played during gymnasts’ performances also plays a significant role and music with vocals is allowed. Rhythmic gymnastics is a women‑only discipline.

In the individual events, gymnasts perform four times, using each piece of apparatus once. Each performance must be 75 to 90 seconds long. The group event sees a team of five gymnasts from the same National Olympic Committee performing twice. In the first routine, the gymnasts must all use the same apparatus, and in the second they use a mixed selection. The routine is evaluated using a combination of the D-score (difficulty / content of the exercise) the A score (Artistry) and the E score (execution).",What are the four apparatus used in rhythmic gymnastics?,5,"The four apparatus used in rhythmic gymnastics are the hoop, ball, clubs, and ribbon."
rhythmicgymnastics,"Olympic History

Rhythmic gymnastics – which has always been a women‑only event – made its debut in the Olympic programme with an event for individual competitors. A group event was introduced 12 years later in Atlanta 1996.

Eastern European countries and particularly Russia heavily dominate in this sport; Russia for example has taken home 10 out of 17 titles on offer since rhythmic gymnastics joined the Olympic programme. Only Spain, Canada and Israël have managed to challenge their supremacy and take home gold medals.","Which countries have managed to challenge the dominance of Eastern European countries, particularly Russia, in rhythmic gymnastics at the Olympics?",4,"Several countries have managed to challenge the dominance of Eastern European countries, particularly Russia, in rhythmic gymnastics at the Olympics. Some of these countries include Israel, Belarus, Ukraine, Italy, and Spain."
boxing,"The exact origins of the sport of boxing are unknown, though some of the earliest evidence (dating from the 3rd millennium BCE) comes from Sumerian artifacts found in present-day Iraq. Boxing was introduced to the ancient Olympic Games in 688 BC, where boxers used soft leather thongs to bind their hands and forearms for protection.

Boxing seemed to disappear with the fall of the Roman Empire before resurfacing in the 17th century in England, where records of amateur boxing began in 1880. Initially, five weight categories were contested: bantam, not exceeding 54 kilos; feather, not exceeding 57 kilos; light, not exceeding 63.5 kilos; middle, not exceeding 73 kilos; and heavy, any weight.",What were the initial five weight categories contested in amateur boxing when records began in 1880?,5,"The initial five weight categories contested in amateur boxing when records began in 1880 were likely flyweight, featherweight, lightweight, welterweight, and heavyweight."
boxing,"Brief Overview of the Rules

Olympic boxing is governed by a special set of rules. Only amateur boxers are allowed to compete, which means the Olympic Games are often the starting point of a glittering career for some of the biggest names in the sport, including none other than Muhammad Ali. Competing as Cassius Clay (he changed his name in 1964), Ali won light heavyweight gold at the 1960 Olympics in Rome.

Between 1984 and 2012, male boxers were required to wear protective headgear, but the rule was abandoned for the 2016 Rio Games (female boxers are still required to wear head guards). Each bout is disputed over three rounds of three minutes each for men, and four rounds of two minutes each for women. At the end of every round, each of the judges determine a winner based on the judging criteria and award the victor 10 points for the round. The loser of the round can be awarded anywhere between seven to nine points based on the level of performance in that round. After the bout ends, each judge adds up the round scores to determine a final winner.",What is the scoring system used in Olympic boxing bouts?,5,The scoring system used in Olympic boxing bouts is the 10-point must system.
boxing,"Olympic History

Boxing made its debut at the modern Olympic Games in 1904, and has been contested at every Summer Games since—save for the 1912 Olympics in Stockholm, as Swedish law banned the sport at the time. Women’s boxing was first introduced to the Olympic programme at London 2012. The USA swept the podium at the 1904 Games in St Louis as it was the only NOC to compete in the event! Team USA athletes have continued to achieve Olympic success in the sport (winning 117 medals), with competitors from Cuba (78 medals) and Great Britain (62 medals) also performing well.",When did women's boxing make its Olympic debut?,5,Women's boxing made its Olympic debut at the 2012 Summer Olympics in London.
beachvolleyball,"A variation of volleyball played on sand first appeared on the beaches of Santa Monica, California in the 1920s. The first beach volleyball tournament took place in 1947 and the first circuit was launched in the 1950s, involving hundreds of players on Californian beaches. The first professional players’ union was established in the 1980s and the first international tournament sanctioned by the International Volleyball Federation (FIVB) was held in 1987.",What was the first international tournament sanctioned by the International Volleyball Federation (FIVB) for beach volleyball?,5,The first international tournament sanctioned by the FIVB for beach volleyball was the World Beach Volleyball Championships in 1987.
beachvolleyball,"Brief Overview of the Rules

Beach volleyball is played by two teams of two players on a sand court 16m long and 8m wide—slightly smaller than an indoor court—that is divided by a net. Beach volleyball uses the same net height as indoor volleyball: 2.24m for women and 2.43m for men.

The first team to win two sets wins the match. The first two sets are played to 21 points each and the third set, if necessary, is played to 15 points. As there are only two players per team, players have a lot more ground to cover, which means they need lightning-fast reflexes. Beach volleyball matches are played outdoors, where wind, sun, and rain can affect playing conditions; players therefore need to be very versatile and adapt to the elements in order to succeed.",What are the dimensions of a beach volleyball court and what is the standard net height for women and men?,5,The dimensions of a beach volleyball court are typically 52.5 feet by 26.25 feet. The standard net height for women is 7 feet 4 1/8 inches (2.24 meters) and for men is 8 feet (2.43 meters).
beachvolleyball,"Olympic History

Beach volleyball made its official Olympic debut at the Atlanta 1996 Olympic Games after first appearing as a demonstration sport at the 1992 Summer Olympics in Barcelona. Brazil and the USA have achieved considerable success in the sport, winning a combined 24 Olympic medals (including 10 golds) out of a possible 42. The only other NOCs to finish on top of the podium have been Germany in the men’s (London 2012) and women’s tournaments (Rio 2016), Australia in the women’s tournament (Sydney 2000), and Norway in the men’s tournament (Tokyo 2020).",Which countries have won Olympic gold medals in beach volleyball?,4,"The United States, Brazil, Germany, and the Netherlands have won Olympic gold medals in beach volleyball."
squash,"Squash is a racket sport usually played by two people on a rectangular court enclosed by four walls. The floor is made of hardwood with walls in professional competition constructed from safety glass to enable spectators to watch the action.

Squash balls are made of rubber and tend to have little bounce. They need to be warmed up by being repeatedly hit against walls before the match.",What material are squash balls typically made of and why do they need to be warmed up before a match?,5,"Squash balls are typically made of rubber. They need to be warmed up before a match because the rubber material becomes more bouncy and responsive when it is warm, allowing for better play and performance during the match."
squash,"By whom, where and when was Squash invented?

Squash was derived from the game of racquets - itself a descendant of tennis - played in the 18th century in London prisons where players hit balls with rackets against a wall or in a corner to bring a sidewall into operation.

In the mid-19th century, following the advent of the vulcanisation of rubber, students at English boys’ boarding school Harrow replaced the hard racquets ball with a larger, hollow rubber ball which travelled slower.

Originally called 'baby racquets', a Harrow School election resulted in the name change to squash with graduates starting the spread of the sport beyond its public school origins.",How was the game of squash developed from the game of racquets?,5,"The game of squash was developed from the game of racquets by players in a debtor's prison who modified the game to be played in a smaller, more enclosed space. This led to the creation of the fast-paced, high-intensity sport we now know as squash."
squash,"What are the rules of Squash?

On the front wall of a squash court, there are three lines - the tin 43cm off the ground, the service line at a height of 1.78m, and the out line at 4.57m which slopes down on the side walls to 2.13m on the back wall.

At the start of a point, the server must serve from one of the two service boxes on the floor and strike the ball between the service line and the out line.

After that, all subsequent shots can be struck off any wall provided it hits the front wall between the tin and the out line before hitting the ground. The ball is only permitted to bounce once on the floor.

The winner of a rally receives a point and the next serve. The first player to 11 points - by two clear points - wins a game. The first player to three games takes the match.",What are the key lines on a squash court and what are the rules regarding where the ball must be struck during a serve?,5,"The key lines on a squash court are the out-of-bounds lines and the service box lines. The rules regarding where the ball must be struck during a serve in squash require the ball to be hit into the opposite quarter of the court, above the service line and below the outline."
squash,"Squash and the Olympics

Squash has never previously appeared at the Olympic Games although it was a demonstration sport at the Buenos Aires 2018 Youth Olympic Games.",Has squash ever been included as an official sport in the Olympic Games?,1,"Yes, squash has not been included as an official sport in the Olympic Games."
squash,"Best Squash players to watch

Egypt has dominated squash in recent years with Nour El Sherbini claiming seven women's world titles in the last eight years to leave her one beind the record held by Malaysia's Nicol David. El Sherbini has defeated compatriot Nouran Gohar in the last three world finals.

Six of the last seven men's world finals have been all-Egyptian affairs with Ali Farag winning four of them. Peru's Diego Elias is currently the biggest threat to the Egyptian stranglehold.",Who has won the most women's world titles in squash in recent years and who is one title away from tying the record?,5,"Nour El Sherbini has won the most women's world titles in recent years, and Nicol David is one title away from tying the record."
golf,"Golf was one of the first modern sports to codify its rules in 1744 in Edinburgh, Scotland. At the end of the 19th century, the first women’s tournaments were established. Today, there are more than 60 million golfers and over 30,000 golf courses worldwide.",When were the rules of golf first codified?,5,The rules of golf were first codified in 1744.
golf,"Brief Overview of the Rules

Golf is a straightforward game in principle and is effectively explained in its first rule: “The Game of Golf consists of playing a ball with a club from the teeing ground into the hole by a stroke or successive strokes in accordance with the Rules.” Players use different clubs based on varying criteria, including distance to the hole and playing surface.

The golf format at the Olympic Games is stroke play, which consists of counting the number of strokes a golfer takes to complete an 18-hole course played four times over four days. The player with the lowest number of strokes at the end of the four rounds wins the tournament.",What is the format of golf at the Olympic Games?,5,"The format of golf at the Olympic Games is stroke play, where each player competes to complete the course with the fewest number of strokes possible."
golf,"Olympic History

Prior to the Rio 2016 Olympic Games, golf had featured on the Olympic programme on just two occasions: in 1900 and 1904. The sport made its Olympic comeback in Brazil and was contested again at the Tokyo 2020 Olympic Games in 2021.",When did golf make its Olympic comeback after being included in the games in 1900 and 1904?,5,"Golf made its Olympic comeback in 2016 in Rio de Janeiro, Brazil."
surfing,"Paris 2024's surfing events will take place over four days in a 10-day window, from 27 July to 5 August.",On which days will the surfing events for Paris 2024 take place?,5,"The surfing events for Paris 2024 will likely take place over multiple days, potentially spread out over the course of the Olympics. This is usually determined by the Olympic schedule and can vary depending on factors such as weather conditions and the number of competitors."
surfing,"Brief Overview of the Rules

Surfers perform manoeuvers and tricks on a wave that are scored by five judges based on the variety, type and difficulty of the tricks. Surfers are also judged on their speed, power and flow (the way in which a surfer seamlessly connects their moves from one to the next). Shortboards are the surfboards of choice for the Olympics. Smaller than longboards, shortboards are faster and more manoeuvrable, which makes them the ideal board for performing spectacular tricks.",What type of surfboard is typically used for performing tricks during competitions like the Olympics?,5,Shortboard
surfing,"Olympic History

In the 1920s, surfing fans including three-time Olympic swimming freestyle champion and native Hawaiian Duke Kahanamoku began campaigning for the sport to be added to the Olympic programme. Many years later, surfing finally made it onto the Olympic programme for the Tokyo 2020 Games, and will return for Paris 2024; the legendary surfing spot Teahupo’o in Tahiti has been selected as the venue for the surfing competition.",Which legendary surfing spot has been selected as the venue for the surfing competition at the Paris 2024 Olympics?,5,Teahupo'o in Tahiti
flagfootball,"Flag football is a variant of American football (or gridiron) where the aim is to advance up the pitch via a series of offensive plays into the opposition’s defensive endzone.

It is a no-contact sport with 'tackles' made by removing one of three fabric 'flags' attached to the ball-carrier’s waist - one on each side and another at the back.",How are tackles made in flag football?,5,"In flag football, tackles are made by removing the flag from the ball carrier's waist."
flagfootball,"By whom, where and when was Flag Football invented?

Flag football started out as a means of recreation for American soldiers during World War II who then brought the game back home with them. Fort Meade in Maryland is said to have hosted the first games of flag football.

It was originally called ‘Touch and Tail football’ before the name ‘flag football’ was adopted after the war.

The National Touch Football League was founded in the 1960s in St. Louis, Missouri.",Where did flag football originate and who played it during World War II?,5,Flag football originated in the United States and was played by American military personnel during World War II.
flagfootball,"What are the rules of Flag Football?

There are five players on each team on the field drawn from 12-person squads. Players tend to specialise in either offence or defence and matches consist of two 20-minute halves.

A flag football pitch measures 70 x 30 yards (64m x 27.4m) with 10 yards (9.1m) allotted to each of the two endzones.

Play starts at the team's own five-yard line with the centre snapping the ball back to the quarterback who either passes the ball forward to try and find a receiver, or hands off to a running back.

The play is over when either a flag is removed, the ball-carrier goes out of bounds, or a forward pass hits the ground.

The team on offence has four attempts - known as downs - to go from their own five-yard line to halfway. If successful, they have another four downs to reach the endzone and score a touchdown. If unsuccessful on either count, the ball is turned over to the opposition who start on their own five-yard line.

After a touchdown, worth six points, teams go for an extra point - by running or passing - from the five-yard line, or two extra points from the 10-yard line.

If the scores are tied after 40 minutes, sudden-death overtime begins with the first team to score taking victory.",How many players are on each team in a game of flag football?,5,"Usually, there are 7 players on each team in a game of flag football."
flagfootball,"Flag Football and the Olympics

Flag football will make its Olympic debut at Los Angeles 2028.",When will flag football make its Olympic debut?,5,Flag football is set to make its Olympic debut in the 2028 Los Angeles Olympics.
flagfootball,"Best Flag Football players to watch

The United States is the pre-eminent nation in flag football. They have won the last four men's titles at the World Championship and took gold at the 2022 World Games led by quarterback Darrell 'Housh' Doucette.

Team USA's women are the two-time reigning world champions although they were well beaten by Mexico in the final of the 2022 World Games. Diana Flores is Mexico's quarterback and captain and appeared in a commercial during the 2023 Super Bowl recognising women's participation in sport where she evaded a number of people trying to take a flag from her waist.

Mexico has emerged as the biggest threat to their North American neighbours' dominance in recent years with their women's side defeating Team USA in the final of the 2022 World Games. The men's final saw USA get the better of Italy. Canada's women and Austria's men are also regular contenders in global competitions.",Who is the quarterback and captain of the women's flag football team from Mexico?,5,Lucia Fernandez
judo,"Judo is a traditional Japanese martial art derived from jiu-jitsu, the hand-to-hand combat technique of ancient samurai warriors. Dr Jigoro Kano is credited for founding the discipline in Tokyo after opening his first dojo (school), the kōdōkan, in 1882. In Japanese, the word “judo” means “the gentle way,” but the traditional wrestling sport can hardly be described as such—it requires considerable physical effort. Dr. Kano combined the philosophical principles of judo with physical, intellectual and moral education methods while simultaneously eliminating many of the more dangerous aspects of jiu-jitsu. Judo became popular in Europe and particularly France in the late 20th century, becoming the first martial art widely practised outside of Japan.",Who is credited with founding the discipline of judo in Tokyo in 1882?,5,Jigoro Kano
judo,"Brief Overview of the Rules

The objective of judo is to throw your opponent to the ground, immobilise them with a pinning hold or force them into submission with a joint lock or choke. There are two types of scores in judo:

An ippon is awarded when an athlete throws his opponent to the mat on his or her back with strength, speed and control. An ippon can also be awarded through submission or by pinning an opponent to the ground for 20 seconds. If a judoka achieves ippon, they immediately win the match.

A waza-ari is awarded for a throw that isn’t clear enough to be an ippon (either because it lacked speed or force, or the opponent did not land primarily on their back) or when an   opponent is pinned down for less than 20 seconds (but longer than 10 seconds). Two waza‑ari in one match is the equivalent of an ippon and immediately ends the match.

Judo competitions are divided into weight classes for both genders, with a match lasting four minutes (the match enters overtime in the event of a tied score after four minutes). Penalties are awarded for passiveness during matches or behaviour deemed contrary to the spirit of judo.",What is the criteria for awarding an ippon in a judo match?,5,"An ippon is awarded in a judo match when a contestant executes a throw that lands the opponent on their back with speed and force, or a pin that lasts for 20 seconds. Other criteria for awarding an ippon include a submission hold that forces the opponent to tap out or an act of instant defeat by the opponent, such as a serious injury or disqualification."
judo,"Olympic History

Judo made its Olympic debut at Tokyo 1964, and has been a permanent fixture of the Olympic programme since the 1972 Games in Munich. The women's competition was introduced at the Olympics in 1988 as a demonstration sport, though it became an official medal event just four years later at the Barcelona 1992 Olympic Games.

Since its introduction to the Olympic Games, judo's popularity has flourished worldwide, with 128 National Olympic Committees competing in the judo competition at the Tokyo 2020 Olympic Games. Japan has been a formidable force in the sport at the Games, with Japanese judokas winning 96 medals. French (57 medals) and Republic of Korea (46 medals) judokas have also been tremendously successful.",When did judo make its Olympic debut and become a permanent fixture of the Olympic program?,5,Judo made its Olympic debut at the Tokyo 1964 Olympics and became a permanent fixture of the Olympic program in 1972.
baseballsoftball,Baseball and softball are two related ball sports played between two teams on a diamond-shaped field.,What are baseball and softball?,5,"Baseball and softball are both bat-and-ball sports that involve teams of players trying to score runs by hitting a ball with a bat and running around a series of bases in order to score. Baseball is typically played on a larger field with nine players on each team, while softball is played on a smaller field with 10 players on each team. Both sports are popular in the United States and around the world."
baseballsoftball,"What's the difference between Baseball and Softball?

While there are world championships for both men and women in both sports, at the Olympic level baseball has been a men's-only sport while softball has been a women's-only sport. There are differences in the number of players on each team between the two sports, the size of the field, and in some rules.

Softball pitchers are also required to throw underhand, and most pitchers throw using the windmill pitch style, where the ball is thrown after rotating in a large circle. In softball, top female pitchers can reach speeds of over 100km/h. That speed fits with the fast-paced nature of the game. Since the bases aren’t as far apart, there is a shorter pitching distance. The game is also shorter in duration to baseball, with only seven innings compared to baseball’s nine.",What is one key difference between softball and baseball in terms of pitching style and speed?,5,"One key difference between softball and baseball in terms of pitching style and speed is that softball pitchers typically pitch underhand using a windmill motion, while baseball pitchers pitch overhand. In general, softball pitches tend to be slower than baseball pitches due to the underhand motion and shorter distance between the pitcher's mound and home plate in softball."
baseballsoftball,"By whom, where and when was Baseball/Softball invented?

The earliest record of the game of ""baseball"" being played was in Surrey, England, in 1749. The sport made it to the United States by the 1770s, and the first organised professional league—the National Association of Professional Base Ball Players—was founded in 1875. Baseball is considered ""America's past-time"".

Softball was first imagined as “indoor baseball” in 1887 in Chicago, Illinois, by reporter George Hancock after watching someone hit a boxing glove with a broom handle. He went on to publish rules for the game and later took it outside, playing on fields too small for baseball. While the rules remained vague, interest in the game grew, and more than 100 area high school teams were formed by 1892.

In 1895, firefighters in Minneapolis, Minnesota, played a similar game named “kitten ball” using a ball of yarn wrapped in leather. In 1907, a guide for indoor baseball published by Albert Spalding allowed for game flexibility with two constants: a larger ball than baseball as well as underhand pitching. In 1926, Walter Hakanson proposed unifying the disparate versions of the game into one, under a single name: Softball.",When was baseball invented?,2,"Baseball was invented in the mid-19th century, with the exact origins traced back to the 1830s or 1840s."
baseballsoftball,"What are the rules of Baseball/Softball?

Two teams of nine players aim to score the most runs by striking a ball and running round a sequence of bases to reach the home plate.

The teams rotate between batting and fielding, with each session called an inning, and switch when the fielding team gets three opposition players out.

The pitcher throws the ball from a mound toward the catcher which the batter attempts to hit and get around the bases to the home plate.

Softball is similar but features 9 or 10 players per team, depending on the style being played. The basic rules are the same.",How does a player score a run in baseball or softball?,5,A player scores a run in baseball or softball by successfully touching all four bases in order and returning to home plate before the defensive team can make three outs.
baseballsoftball,"How long is a Baseball/Softball game?

A baseball game lasts for nine innings, while softball lasts for seven innings. There are three outs per half-inning (teams rotate batting and fielding each half-inning). Tied games may be left as ties or be played until a winner is found, known as extra innings.

Baseball/Softball and the Olympics
Baseball featured several times on the Olympic programme as a demonstration sport before being included as a medal event at the Olympic Games Barcelona 1992.

Cuba won the gold medal on the sport’s competitive debut and three times in total before it was removed from the programme following the Olympic Games Beijing 2008.

Softball was introduced at the Olympic Games Atlanta 1996 as a women-only medal sport, with the United States winning the sport’s inaugural gold medal. They won the subsequent two titles and enjoyed a 22-game winning streak from September 2000 before they were beaten by Japan in the final in 2008.

Originally considered separate sports at the Olympics, baseball softball made its return as a combined sport with two distinct events (men's baseball and women's softball) at the Olympic Games Tokyo 2020, where hosts Japan won both gold medals.",How many innings are typically played in a softball game?,5,Seven innings.
baseballsoftball,"Best Baseball/Softball players to watch

Japan's Ohtani Shohei is one of the world's biggest baseball stars, as he is what is known as a ""two-way"" player—someone who both hits and pitches extremely well. In softball, Team USA's Ally Carda is one to watch.","Who are some of the best baseball and softball players to watch, according to the provided context?",5,"Some of the best baseball and softball players to watch currently are Mike Trout, Mookie Betts, Fernando Tatis Jr., Aaron Judge, Shohei Ohtani, and Juan Soto in baseball. In softball, some of the top players are Rachel Garcia, Pat Kelsey, and Sis Bates."
skateboarding,"Skateboarding is a young and spectacular sport that developed in the US in the 1950s as surf culture was taking off. It was then part of the underground, alternative culture of the 1980s, going hand in hand with the values of freedom, rebellion and thrill-seeking. The sport continued to develop and became more widely accessible at the start of the 21st century, proving a huge hit among younger audiences.","What sport developed in the US in the 1950s as part of the underground, alternative culture of the 1980s, before becoming more widely accessible in the 21st century?",1,Skateboarding
skateboarding,"Brief Overview of the Rules

The world’s greatest skateboarders will face each other at the Olympic Games, competing in the two most popular and spectacular disciplines: park and street. Athletes must carry out their most impressive tricks, meeting criteria for the degree of difficulty, speed and range of moves.

The events consist of two rounds: prelims and finals.

The park competition takes place on a varied course combining bowls and numerous bends, which the athletes use to gather speed and perform tricks mid-air.

The skateboarders are judged by the height and speed of the tricks they carry out during jumps, as well as their capacity to use the entire surface and all obstacles. They perform three 45‑second runs, with the best of three counting as their final round score.

Street events take place on a straight ‘street-like’ course with stairs, handrails, etc. set up to resemble the urban environments where skateboarding started out. Athletes perform a range of tricks and are also judged on how they control their board during the two 45‑second runs and five tricks they carry out.",What criteria are skateboarders judged on during the Olympic Games in the park and street competitions?,5,"In skateboarding competitions during the Olympics, skateboarders are judged based on the difficulty and execution of their tricks, speed, style, use of the course, variety of tricks, and overall impression."
skateboarding,"Olympic History

After making its Olympic debut at the Tokyo 2020 Olympic Games in 2021, skateboarding will once again be on the programme for Paris 2024, taking place at the famous Place de La Concorde in the heart of the French capital.",In which year did skateboarding make its Olympic debut?,5,Skateboarding made its Olympic debut in 2020.
triathlon,"Although it comprises three long-established disciplines, triathlon is still a young sport, having only been invented the 1970s by the San Diego Track Club as alternative workout to traditional track training. The club held the first official triathlon event in 1974, which featured a 8.5km run, an 8km cycle and a swim just short of 550m. The sport grew in popularity throughout the 1980s and in 1989, the International Triathlon Union (ITU) was founded in Avignon, France, which was also the site for the first world championships held later that year.",When was the International Triathlon Union (ITU) founded and where was the first world championships held?,5,"The International Triathlon Union (ITU) was founded in 1989, and the first world championships were held in Avignon, France in the same year."
triathlon,"Brief Overview of the Rules

The triathlon race format at the Olympics for both the women’s and men’s events consist of a 1500m swim, a 40km cycle and a 10km run. There are no heats; the competition is a single race in which the first athlete to cross the finish line is the winner, a feat requiring versatility and skill.

A mixed relay event was added at the Tokyo 2020 Games, which saw teams of two men and two women compete over a short‑course triathlon. All three events will return at the Paris 2024 Olympic Games.",What distances are covered in the triathlon race format at the Olympics for both the women's and men's events?,5,"For the Olympics, the distances covered in the triathlon race format are a 1.5 km swim, 40 km bike ride, and 10 km run for both the women's and men's events."
triathlon,"Olympic History

The World Triathlon Cup series began in 1991, with 11 races contested in eight different countries. This event soon made the sport more accessible, so much so that triathlon was added to the Olympic programme at the Sydney 2000 Games. As triathlon is a relatively new sport, no nation has been truly dominant. The 39 medals awarded in six Games have been split between 16 National Olympic Committees, none of which has won more than three gold medals (Great Britain).",Why was triathlon added to the Olympic programme at the Sydney 2000 Games?,4,Triathlon was added to the Olympic programme at the Sydney 2000 Games in order to attract a younger audience and showcase the endurance and versatility of athletes in multiple disciplines.
modernpentathlon,"The modern pentathlon is the successor to the ancient pentathlon, which comprised running, jumping, javelin, discus and wrestling. Baron Pierre de Coubertin, founder of the modern Olympic Games, highly appreciated the pentathlon of the ancient Games. He proposed a similar competition that would test the strengths of a “complete” athlete, but involve more modern disciplines. The growing popularity of this sport resulted in the foundation of an international federation, the Union Internationale de Pentathlon Moderne (UIPM), in 1848. It currently has over 120 member nations.",When was the Union Internationale de Pentathlon Moderne (UIPM) founded?,5,"The Union Internationale de Pentathlon Moderne (UIPM) was founded on November 12, 1948."
modernpentathlon,"Brief Overview of the Rules

Modern pentathlon is made up of four events combining five sports:

- Riding, with a show jumping course on an unfamiliar horse that the athlete is allocated in a draw just 20 minutes before they compete.
- Fencing, which is split into two rounds: a ranking round where each athlete competes against each other athlete in a bout lasting one minute or until the first hit, and a second round based on the results of the first round. The format of the second round is single elimination, with each bout lasting 45 seconds. Points are scored for winning each bout.
- Swimming, with a 200m freestyle event.
- Running and shooting, with a laser-run where athletes alternate between running and shooting at five targets from a distance of 10m.
The modern pentathlon is divided into two sections. Firstly, athletes score points according to how they rank in the fencing, riding and swimming events, which decide their starting position for the laser run event. Secondly, during the laser-run, athletes start with a delay corresponding to the number of points between them and the leader. The first athlete to cross the finish line in the laser-run wins the gold medal.

Due to the diverse nature of the events involved, modern pentathlon is an extremely demanding sport that pushes athletes to their mental and physical limits and requires an exceptional variety of skills.",What is the format of the fencing event in modern pentathlon?,5,The format of the fencing event in modern pentathlon is a round-robin tournament where each competitor faces each other in a series of one-touch bouts. The winner is determined based on the number of victories.
modernpentathlon,"Olympic History

Modern pentathlon was introduced to the Olympic programme in 1912 by Baron Pierre de Coubertin. Originally only one event was held per day before the events were brought together to be contested on the same day for a more exciting spectacle. The women’s event was introduced at the 2000 Olympic Games in Sydney. The discipline has long been dominated by European National Olympic Committees, particularly Hungary and Sweden, with the latter taking 13 out of 15 medals available between the Stockholm 1912 and Los Angeles 1932 Games.",When was the women's event introduced in the modern pentathlon at the Olympic Games?,5,The women's event was introduced in the modern pentathlon at the Olympic Games in the year 2000.
swimming,"The act of swimming dates to prehistoric times, but it wasn’t until the 19th century that it became widely practiced as a competitive sport. The National Swimming Society of Great Britain was formed in 1837 and began holding the first competitions. At the time, most swimmers used the breaststroke, or a form of it. A wider variety of strokes were later added to swimming events and now feature at the Olympic Games.",When did the National Swimming Society of Great Britain hold its first competitions?,4,"The National Swimming Society of Great Britain held its first competitions in the early 19th century, with the exact year believed to be around 1837."
